isHelpful,response,created_at,WM Entities
False,Searching for Tahiti lime strain flower effects,2020-11-10 5:17:54,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 3, 'TAGKIND': 1}, 'entities': [{'key': 'Tahiti', 'label': 'PRODUCT_TAG', 'text': 'Tahiti', 'token_end': 3, 'token_start': 2}, {'key': 'lime', 'label': 'PRODUCT_TAG', 'text': 'lime', 'token_end': 4, 'token_start': 3}, {'key': 'strain', 'label': 'PRODUCT_TAG', 'text': 'strain', 'token_end': 5, 'token_start': 4}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 6, 'token_start': 5}, {'key': 'effect', 'label': 'TAGKIND', 'text': 'effects', 'token_end': 7, 'token_start': 6}]}"
False,Vape pen for anxiety relief.,2020-11-01 21:04:43,"{'labels': {'PRODUCT': 2, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'vape', 'label': 'PRODUCT', 'text': 'Vape', 'token_end': 1, 'token_start': 0}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pen', 'token_end': 2, 'token_start': 1}, {'key': 'anxiety', 'label': 'PRODUCT_TAG', 'text': 'anxiety', 'token_end': 4, 'token_start': 3}]}"
False,Looking for CBD flower,2020-11-02 13:15:05,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'CBD', 'label': 'PRODUCT_TAG', 'text': 'CBD', 'token_end': 3, 'token_start': 2}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 4, 'token_start': 3}]}"
False,I'm a first time buyer I'm not familiar  with weed products  and what's the difference of named weed.,2020-11-02 23:00:06,"{'labels': {}, 'entities': []}"
False,Candy,2020-11-13 22:11:36,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'candy', 'label': 'PRODUCT', 'text': 'Candy', 'token_end': 1, 'token_start': 0}]}"
False,Pre rolled in more then one,2020-11-03 18:10:19,"{'labels': {'GPE': 1}, 'entities': [{'key': 'more then', 'label': 'GPE', 'text': 'more then', 'token_end': 5, 'token_start': 3}]}"
False,Seeds,2020-11-04 1:38:44,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'seed', 'label': 'PRODUCT', 'text': 'Seeds', 'token_end': 1, 'token_start': 0}]}"
False,Sleep ade,2020-11-21 19:50:34,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'Sleep', 'token_end': 1, 'token_start': 0}]}"
False,Where can i purchace med pot in springfield,2020-11-11 2:53:16,"{'labels': {'GPE': 1, 'PRODUCT': 1, 'SERVICE': 1}, 'entities': [{'key': 'medical', 'label': 'SERVICE', 'text': 'med', 'token_end': 5, 'token_start': 4}, {'key': 'pot', 'label': 'PRODUCT', 'text': 'pot', 'token_end': 6, 'token_start': 5}, {'key': 'springfield', 'label': 'GPE', 'text': 'springfield', 'token_end': 8, 'token_start': 7}]}"
False,Looking for tablets that promote sleep and pain relief,2020-11-06 23:28:28,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 3}, 'entities': [{'key': 'tablet', 'label': 'PRODUCT', 'text': 'tablets', 'token_end': 3, 'token_start': 2}, {'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'sleep', 'token_end': 6, 'token_start': 5}, {'key': 'pain', 'label': 'PRODUCT_TAG', 'text': 'pain', 'token_end': 8, 'token_start': 7}, {'key': 'relief', 'label': 'PRODUCT_TAG', 'text': 'relief', 'token_end': 9, 'token_start': 8}]}"
False,"I want ORIGINAL Moonbow, NOT Moonbow #112. Nobody has it in my area. ",2020-11-06 17:55:38,"{'labels': {'GPE': 1}, 'entities': [{'key': 'not Moonbow', 'label': 'GPE', 'text': 'NOT Moonbow', 'token_end': 7, 'token_start': 5}]}"
False,Highly edible indica,2020-11-06 20:02:13,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'indica', 'label': 'PRODUCT_TAG', 'text': 'indica', 'token_end': 3, 'token_start': 2}]}"
False,I am looking for Samoa kush flower in Northeastern Oklahoma.  It is the only strange of pot that helps  my pain,2020-09-10 21:53:50,"{'labels': {'GPE': 1, 'PRODUCT': 1, 'PRODUCT_TAG': 2, 'STRAIN': 1}, 'entities': [{'key': 'samoa', 'label': 'PRODUCT_TAG', 'text': 'Samoa', 'token_end': 5, 'token_start': 4}, {'key': 'kush', 'label': 'STRAIN', 'text': 'kush', 'token_end': 6, 'token_start': 5}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 7, 'token_start': 6}, {'key': 'Oklahoma', 'label': 'GPE', 'text': 'Oklahoma', 'token_end': 10, 'token_start': 9}, {'key': 'pain', 'label': 'PRODUCT_TAG', 'text': 'pain', 'token_end': 24, 'token_start': 23}]}"
False,No deals in Fairfield,2020-07-22 1:41:51,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'deal', 'label': 'SERVICE', 'text': 'deals', 'token_end': 2, 'token_start': 1}, {'key': 'Fairfield', 'label': 'GPE', 'text': 'Fairfield', 'token_end': 4, 'token_start': 3}]}"
False,KANSAS SUCKS ASS 😑,2020-07-22 19:54:27,"{'labels': {'RETAILER': 1, 'SERVICE': 1}, 'entities': [{'key': 'KANSAS SUCKS', 'label': 'RETAILER', 'text': 'KANSAS SUCKS', 'token_end': 2, 'token_start': 0}, {'key': '😑', 'label': 'SERVICE', 'text': '😑', 'token_end': 4, 'token_start': 3}]}"
False,"need product for energy, I have fibromyalgia and chronic fatigue.......tired all the time",2020-08-30 22:53:22,"{'labels': {'PRODUCT_TAG': 3, 'STRAIN': 1, 'TAGKIND': 1}, 'entities': [{'key': 'product', 'label': 'TAGKIND', 'text': 'product', 'token_end': 2, 'token_start': 1}, {'key': 'energy', 'label': 'PRODUCT_TAG', 'text': 'energy', 'token_end': 4, 'token_start': 3}, {'key': 'fibromyalgia', 'label': 'PRODUCT_TAG', 'text': 'fibromyalgia', 'token_end': 8, 'token_start': 7}, {'key': 'chronic', 'label': 'STRAIN', 'text': 'chronic', 'token_end': 10, 'token_start': 9}, {'key': 'fatigue', 'label': 'PRODUCT_TAG', 'text': 'fatigue', 'token_end': 11, 'token_start': 10}]}"
False,Gorilla glue,2020-07-24 2:14:34,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'gorilla glue', 'label': 'STRAIN', 'text': 'Gorilla glue', 'token_end': 2, 'token_start': 0}]}"
False,Looking for 2 gram cartridges,2020-07-24 9:44:19,"{'labels': {'PRODUCT': 1, 'QUANTITY': 1}, 'entities': [{'key': 'gram', 'label': 'QUANTITY', 'text': 'gram', 'token_end': 4, 'token_start': 3}, {'key': 'cartridge', 'label': 'PRODUCT', 'text': 'cartridges', 'token_end': 5, 'token_start': 4}]}"
False,"Weed
",2020-07-24 19:55:31,"{'labels': {}, 'entities': []}"
False,Y,2020-07-25 17:56:34,"{'labels': {'GPE': 1}, 'entities': [{'key': 'Y', 'label': 'GPE', 'text': 'Y', 'token_end': 1, 'token_start': 0}]}"
False,THC A patch,2020-07-25 14:06:17,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'THC', 'label': 'PRODUCT_TAG', 'text': 'THC', 'token_end': 1, 'token_start': 0}]}"
True,Where is Trinity grown?,2020-08-29 4:47:54,"{'labels': {'GPE': 1, 'STRAIN': 1}, 'entities': [{'key': 'trinity', 'label': 'STRAIN', 'text': 'Trinity', 'token_end': 3, 'token_start': 2}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 5, 'token_start': 4}]}"
False,Looking for gummies,2020-08-24 21:41:53,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'gummie', 'label': 'PRODUCT', 'text': 'gummies', 'token_end': 3, 'token_start': 2}]}"
False,"looking for volcano vape parts locally
",2020-09-17 3:52:16,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'vape', 'label': 'PRODUCT', 'text': 'vape', 'token_end': 4, 'token_start': 3}, {'key': 'locally', 'label': 'STRAIN', 'text': 'locally\n', 'token_end': 7, 'token_start': 5}]}"
False,Zoo zoo farm,2020-07-26 18:26:42,"{'labels': {}, 'entities': []}"
False,"Captain america flower 
Blue cheese flower",2020-07-11 4:37:38,"{'labels': {'PRODUCT': 2, 'RETAILER': 1, 'STRAIN': 1}, 'entities': [{'key': 'Captain america', 'label': 'RETAILER', 'text': 'Captain america', 'token_end': 2, 'token_start': 0}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 3, 'token_start': 2}, {'key': 'blue cheese', 'label': 'STRAIN', 'text': 'Blue cheese', 'token_end': 6, 'token_start': 4}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 7, 'token_start': 6}]}"
False,"Green care river rouge, mi",2020-07-11 17:42:15,"{'labels': {'GPE': 2}, 'entities': [{'key': 'river rouge', 'label': 'GPE', 'text': 'river rouge', 'token_end': 4, 'token_start': 2}, {'key': 'mi', 'label': 'GPE', 'text': 'mi', 'token_end': 6, 'token_start': 5}]}"
False,Girl Scout cookies,2020-09-10 9:11:14,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'Girl Scout', 'label': 'STRAIN', 'text': 'Girl Scout', 'token_end': 2, 'token_start': 0}, {'key': 'cookie', 'label': 'PRODUCT', 'text': 'cookies', 'token_end': 3, 'token_start': 2}]}"
False,It's a marijuana Pharmacy they said it's off I-35 and Waterloo Road that's what I'm looking for,2020-08-20 21:21:02,"{'labels': {'GPE': 1, 'ORG': 1}, 'entities': [{'key': '-PRON- be', 'label': 'ORG', 'text': ""It's"", 'token_end': 2, 'token_start': 0}, {'key': 'Waterloo', 'label': 'GPE', 'text': 'Waterloo', 'token_end': 13, 'token_start': 12}]}"
False,I'm looking for a good deal on 1 ounce of shake for about $70 in la area,2020-07-12 16:49:50,"{'labels': {'GPE': 2, 'MONEY': 1, 'PRODUCT': 1, 'QUANTITY': 1, 'SERVICE': 1}, 'entities': [{'key': 'a good', 'label': 'GPE', 'text': 'a good', 'token_end': 6, 'token_start': 4}, {'key': 'deal', 'label': 'SERVICE', 'text': 'deal', 'token_end': 7, 'token_start': 6}, {'key': 'ounce', 'label': 'QUANTITY', 'text': 'ounce', 'token_end': 10, 'token_start': 9}, {'key': 'shake', 'label': 'PRODUCT', 'text': 'shake', 'token_end': 12, 'token_start': 11}, {'key': '$ 70', 'label': 'MONEY', 'text': '$70', 'token_end': 16, 'token_start': 14}, {'key': 'la', 'label': 'GPE', 'text': 'la', 'token_end': 18, 'token_start': 17}]}"
False,"Searching for DRIVN carts, Dream in particular. ",2020-09-03 3:43:01,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'cart', 'label': 'PRODUCT', 'text': 'carts', 'token_end': 4, 'token_start': 3}, {'key': 'Dream', 'label': 'STRAIN', 'text': 'Dream', 'token_end': 6, 'token_start': 5}]}"
True,💩,2020-09-15 19:41:54,"{'labels': {}, 'entities': []}"
False,Looking for a thc inhalers,2020-07-13 15:11:28,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 4, 'token_start': 3}]}"
False,50,2020-09-15 19:50:20,"{'labels': {}, 'entities': []}"
False,had ass,2020-07-14 16:02:41,"{'labels': {}, 'entities': []}"
False,I'm looking for stores in  Concord,2020-07-15 6:13:50,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'stores', 'token_end': 5, 'token_start': 4}, {'key': 'Concord', 'label': 'GPE', 'text': 'Concord', 'token_end': 8, 'token_start': 7}]}"
False,"Delivery service- Close to the Heart
",2020-09-07 19:02:37,"{'labels': {'SERVICE': 2}, 'entities': [{'key': 'delivery', 'label': 'SERVICE', 'text': 'Delivery', 'token_end': 1, 'token_start': 0}, {'key': 'close', 'label': 'SERVICE', 'text': 'Close', 'token_end': 3, 'token_start': 2}]}"
False,"Can you please provide a list of product distributors with whom you contract?  We insure courier & same day delivery companies nationwide and are interested in this space. 

Thanks 

You my reply to:

smiles@risk-strategies.com ",2020-09-04 0:07:32,"{'labels': {'GPE': 3, 'TAGKIND': 1}, 'entities': [{'key': 'product', 'label': 'TAGKIND', 'text': 'product', 'token_end': 8, 'token_start': 7}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 14, 'token_start': 13}, {'key': 'insure', 'label': 'GPE', 'text': 'insure', 'token_end': 17, 'token_start': 16}, {'key': 'courier', 'label': 'GPE', 'text': 'courier', 'token_end': 18, 'token_start': 17}]}"
False,Why is there no despensaries in Bakersfield? I know for a fact there are some open here.,2020-07-29 20:06:52,"{'labels': {'GPE': 1, 'SERVICE': 2}, 'entities': [{'key': 'despensarie', 'label': 'SERVICE', 'text': 'despensaries', 'token_end': 5, 'token_start': 4}, {'key': 'Bakersfield', 'label': 'GPE', 'text': 'Bakersfield', 'token_end': 7, 'token_start': 6}, {'key': 'open', 'label': 'SERVICE', 'text': 'open', 'token_end': 17, 'token_start': 16}]}"
False,Mtf,2020-07-30 0:12:46,"{'labels': {'ORG': 1}, 'entities': [{'key': 'Mtf', 'label': 'ORG', 'text': 'Mtf', 'token_end': 1, 'token_start': 0}]}"
False,Highest dose of medical thc in Oklahoma,2020-07-30 16:54:57,"{'labels': {'GPE': 1, 'PRODUCT_TAG': 1, 'SERVICE': 1}, 'entities': [{'key': 'medical', 'label': 'SERVICE', 'text': 'medical', 'token_end': 4, 'token_start': 3}, {'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 5, 'token_start': 4}, {'key': 'Oklahoma', 'label': 'GPE', 'text': 'Oklahoma', 'token_end': 7, 'token_start': 6}]}"
False,In ft lauderdale area,2020-07-31 11:17:35,"{'labels': {'GPE': 1}, 'entities': [{'key': 'ft lauderdale', 'label': 'GPE', 'text': 'ft lauderdale', 'token_end': 3, 'token_start': 1}]}"
False,Bong buddies,2020-07-31 20:33:21,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'buddy', 'label': 'PRODUCT', 'text': 'buddies', 'token_end': 2, 'token_start': 1}]}"
False,Cheap wax pen carts,2020-08-01 16:00:25,"{'labels': {'PRODUCT': 3}, 'entities': [{'key': 'concentrates', 'label': 'PRODUCT', 'text': 'wax', 'token_end': 2, 'token_start': 1}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pen', 'token_end': 3, 'token_start': 2}, {'key': 'cart', 'label': 'PRODUCT', 'text': 'carts', 'token_end': 4, 'token_start': 3}]}"
False,"Looking for the strain ""banana bread"" near me. These results don't cut it.",2020-08-01 21:42:42,"{'labels': {'TAGKIND': 1}, 'entities': [{'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 4, 'token_start': 3}]}"
False,Where is Space Coyote?,2020-09-05 21:36:45,"{'labels': {'GPE': 1}, 'entities': [{'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 5, 'token_start': 4}]}"
False,Looking for compassionate ounces for a cancer patient if available.,2020-08-15 5:24:57,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'compassionate', 'label': 'PRODUCT', 'text': 'compassionate', 'token_end': 3, 'token_start': 2}, {'key': 'cancer', 'label': 'PRODUCT_TAG', 'text': 'cancer', 'token_end': 7, 'token_start': 6}]}"
False,I am looking for dirty 30 weed,2020-09-13 17:32:25,"{'labels': {}, 'entities': []}"
False,"I need something to help me sleep, without THC.",2020-08-15 1:21:09,"{'labels': {'PRODUCT_TAG': 2}, 'entities': [{'key': 'sleep', 'label': 'PRODUCT_TAG', 'text': 'sleep', 'token_end': 7, 'token_start': 6}, {'key': 'THC', 'label': 'PRODUCT_TAG', 'text': 'THC', 'token_end': 10, 'token_start': 9}]}"
False,kushagram.com in Irvine,2020-07-17 1:12:38,"{'labels': {'GPE': 1, 'ORG': 1}, 'entities': [{'key': 'kushagram.com', 'label': 'ORG', 'text': 'kushagram.com', 'token_end': 1, 'token_start': 0}, {'key': 'Irvine', 'label': 'GPE', 'text': 'Irvine', 'token_end': 3, 'token_start': 2}]}"
False,Looking for alien labs xeno flower,2020-09-06 1:08:52,"{'labels': {'GPE': 1, 'PRODUCT': 1}, 'entities': [{'key': 'xeno', 'label': 'GPE', 'text': 'xeno', 'token_end': 5, 'token_start': 4}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 6, 'token_start': 5}]}"
False,Looking for flower,2020-07-18 0:57:50,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 3, 'token_start': 2}]}"
False,Where to buy clones,2020-08-22 20:32:32,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'clone', 'label': 'PRODUCT', 'text': 'clones', 'token_end': 4, 'token_start': 3}]}"
False,Hawain diesel from PV IS what we are searching for,2020-08-15 22:22:40,"{'labels': {'GPE': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'diesel', 'label': 'PRODUCT_TAG', 'text': 'diesel', 'token_end': 2, 'token_start': 1}, {'key': 'PV', 'label': 'GPE', 'text': 'PV', 'token_end': 4, 'token_start': 3}]}"
False,mushroom,2020-09-07 16:13:14,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'mushroom', 'label': 'PRODUCT', 'text': 'mushroom', 'token_end': 1, 'token_start': 0}]}"
False,Looking for strongest thc percentage,2020-07-19 8:01:12,"{'labels': {'PRODUCT_TAG': 1}, 'entities': [{'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 4, 'token_start': 3}]}"
False,"Hemp is cannabis sold in our state. Melanies Best in Dunnellon,Florida 34432 has great big tasty pain killing buds daily. Why is that store not listed?",2020-09-02 19:39:50,"{'labels': {'GPE': 6, 'PRODUCT_TAG': 2, 'RETAILER': 1, 'SERVICE': 2}, 'entities': [{'key': 'Hemp', 'label': 'PRODUCT_TAG', 'text': 'Hemp', 'token_end': 1, 'token_start': 0}, {'key': 'sell', 'label': 'SERVICE', 'text': 'sold', 'token_end': 4, 'token_start': 3}, {'key': '-PRON- state', 'label': 'RETAILER', 'text': 'our state', 'token_end': 7, 'token_start': 5}, {'key': 'melanie', 'label': 'GPE', 'text': 'Melanies', 'token_end': 9, 'token_start': 8}, {'key': 'Dunnellon', 'label': 'GPE', 'text': 'Dunnellon', 'token_end': 12, 'token_start': 11}, {'key': 'Florida', 'label': 'GPE', 'text': 'Florida', 'token_end': 14, 'token_start': 13}, {'key': '34432', 'label': 'GPE', 'text': '34432', 'token_end': 15, 'token_start': 14}, {'key': 'pain', 'label': 'PRODUCT_TAG', 'text': 'pain', 'token_end': 20, 'token_start': 19}, {'key': 'why be', 'label': 'GPE', 'text': 'Why is', 'token_end': 26, 'token_start': 24}, {'key': 'storefront', 'label': 'SERVICE', 'text': 'store', 'token_end': 28, 'token_start': 27}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 31, 'token_start': 30}]}"
False,"Weed call do-si-dos 
",2020-07-20 4:33:36,"{'labels': {}, 'entities': []}"
False,"Bud cars advertised 1/2 called hurricane. Had to ""claim"" by midnight. I'm in app till I clickthe & off a Firefox (Internet) window opens...wtf

I'm in the weed map app. Plz stop opening new windows. (Weed map)

I claimed the offer, why does ""Hurricane"" search trial yield 'no results' (Weed maps; Bud cars)

I just wanna get high. It shouldn't be this tough",2020-08-23 5:51:40,"{'labels': {'PRODUCT': 1, 'QUANTITY': 1, 'STRAIN': 2}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'Bud', 'token_end': 1, 'token_start': 0}, {'key': '1/2', 'label': 'QUANTITY', 'text': '1/2', 'token_end': 4, 'token_start': 3}, {'key': 'hurricane', 'label': 'STRAIN', 'text': 'hurricane', 'token_end': 6, 'token_start': 5}, {'key': 'midnight', 'label': 'STRAIN', 'text': 'midnight', 'token_end': 14, 'token_start': 13}]}"
False,Always looking for Narvona Arise!,2020-08-02 12:55:20,"{'labels': {'GPE': 1}, 'entities': [{'key': 'Narvona', 'label': 'GPE', 'text': 'Narvona', 'token_end': 4, 'token_start': 3}]}"
False,Looking for weed maps of Colorado,2020-08-03 2:59:33,"{'labels': {'GPE': 2}, 'entities': [{'key': 'map of', 'label': 'GPE', 'text': 'maps of', 'token_end': 5, 'token_start': 3}, {'key': 'Colorado', 'label': 'GPE', 'text': 'Colorado', 'token_end': 6, 'token_start': 5}]}"
False,Looking for illuminati vape cartridges.,2020-09-04 14:22:41,"{'labels': {'PRODUCT': 2, 'PRODUCT_TAG': 1}, 'entities': [{'key': 'illuminati', 'label': 'PRODUCT_TAG', 'text': 'illuminati', 'token_end': 3, 'token_start': 2}, {'key': 'vape', 'label': 'PRODUCT', 'text': 'vape', 'token_end': 4, 'token_start': 3}, {'key': 'cartridge', 'label': 'PRODUCT', 'text': 'cartridges', 'token_end': 5, 'token_start': 4}]}"
False,Mama lou’s 1:1 wellness tincture,2020-08-30 18:50:47,"{'labels': {'PRODUCT': 1, 'PRODUCT_TAG': 1}, 'entities': [{'key': '1:1', 'label': 'PRODUCT_TAG', 'text': '1:1', 'token_end': 4, 'token_start': 3}, {'key': 'tincture', 'label': 'PRODUCT', 'text': 'tincture', 'token_end': 6, 'token_start': 5}]}"
True,"Just looking what's available near me, and the thc level and effects,.",2020-09-04 18:59:48,"{'labels': {'PRODUCT_TAG': 1, 'RETAILER': 1, 'TAGKIND': 1}, 'entities': [{'key': 'just look what', 'label': 'RETAILER', 'text': 'Just looking what', 'token_end': 3, 'token_start': 0}, {'key': 'thc', 'label': 'PRODUCT_TAG', 'text': 'thc', 'token_end': 11, 'token_start': 10}, {'key': 'effect', 'label': 'TAGKIND', 'text': 'effects', 'token_end': 14, 'token_start': 13}]}"
True,Tivus wax,2020-08-25 17:54:48,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'concentrates', 'label': 'PRODUCT', 'text': 'wax', 'token_end': 2, 'token_start': 1}]}"
False,I am looking for the strain raven,2020-08-06 14:22:14,"{'labels': {'GPE': 1}, 'entities': [{'key': 'strain raven', 'label': 'GPE', 'text': 'strain raven', 'token_end': 7, 'token_start': 5}]}"
False,i’m looking for vape pen cartridge,2020-08-07 3:29:02,"{'labels': {'PRODUCT': 3}, 'entities': [{'key': 'vape', 'label': 'PRODUCT', 'text': 'vape', 'token_end': 5, 'token_start': 4}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pen', 'token_end': 6, 'token_start': 5}, {'key': 'cartridge', 'label': 'PRODUCT', 'text': 'cartridge', 'token_end': 7, 'token_start': 6}]}"
False,Need to look up strains of marijuana please,2020-09-04 21:04:08,"{'labels': {'TAGKIND': 1}, 'entities': [{'key': 'strain', 'label': 'TAGKIND', 'text': 'strains', 'token_end': 5, 'token_start': 4}]}"
False,Item 9 Labs battery. Picked up a cartridge and turns out I needed a special bsttery for it. And since it was through pick up due to pandemic I had no way of knowing. Is there anyone in Las Vegas that carries the apollo pen by item 9 labs?,2020-08-07 20:20:17,"{'labels': {'GPE': 2, 'PRODUCT': 4, 'STRAIN': 2}, 'entities': [{'key': 'item 9', 'label': 'STRAIN', 'text': 'Item 9', 'token_end': 2, 'token_start': 0}, {'key': 'battery', 'label': 'PRODUCT', 'text': 'battery', 'token_end': 4, 'token_start': 3}, {'key': 'cartridge', 'label': 'PRODUCT', 'text': 'cartridge', 'token_end': 9, 'token_start': 8}, {'key': 'Las Vegas', 'label': 'GPE', 'text': 'Las Vegas', 'token_end': 43, 'token_start': 41}, {'key': 'carry', 'label': 'PRODUCT', 'text': 'carries', 'token_end': 45, 'token_start': 44}, {'key': 'pen', 'label': 'PRODUCT', 'text': 'pen', 'token_end': 48, 'token_start': 47}, {'key': 'item 9', 'label': 'STRAIN', 'text': 'item 9', 'token_end': 51, 'token_start': 49}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 53, 'token_start': 52}]}"
False,Gold cart brand of Creme Brulee,2020-08-08 3:21:08,"{'labels': {'PRODUCT': 1, 'STRAIN': 1}, 'entities': [{'key': 'cart', 'label': 'PRODUCT', 'text': 'cart', 'token_end': 2, 'token_start': 1}, {'key': 'Creme Brulee', 'label': 'STRAIN', 'text': 'Creme Brulee', 'token_end': 6, 'token_start': 4}]}"
False,Dispensary in Portland,2020-08-08 15:06:09,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'storefront', 'label': 'SERVICE', 'text': 'Dispensary', 'token_end': 1, 'token_start': 0}, {'key': 'Portland', 'label': 'GPE', 'text': 'Portland', 'token_end': 3, 'token_start': 2}]}"
False,Dosido 22-22 flower,2020-09-12 14:28:25,"{'labels': {'CARDINAL': 1, 'ORG': 1, 'PRODUCT': 1}, 'entities': [{'key': 'Dosido', 'label': 'ORG', 'text': 'Dosido', 'token_end': 1, 'token_start': 0}, {'key': '22', 'label': 'CARDINAL', 'text': '22', 'token_end': 2, 'token_start': 1}, {'key': 'flower', 'label': 'PRODUCT', 'text': 'flower', 'token_end': 5, 'token_start': 4}]}"
False,Weed,2020-07-10 23:03:23,"{'labels': {}, 'entities': []}"
False,Best energizing strain,2020-07-11 20:34:12,"{'labels': {'TAGKIND': 1}, 'entities': [{'key': 'strain', 'label': 'TAGKIND', 'text': 'strain', 'token_end': 3, 'token_start': 2}]}"
False,"Master widow 
Black panther ",2020-08-20 19:16:41,"{'labels': {'STRAIN': 1}, 'entities': [{'key': 'Master widow', 'label': 'STRAIN', 'text': 'Master widow', 'token_end': 2, 'token_start': 0}]}"
False,District Edibles,2020-08-20 22:56:16,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'Edibles', 'label': 'PRODUCT', 'text': 'Edibles', 'token_end': 2, 'token_start': 1}]}"
False,I was looking for liquid karma,2020-08-20 23:06:45,"{'labels': {}, 'entities': []}"
False,Hamilton doesn’t have hippo milk strain /brand,2020-08-22 1:19:41,"{'labels': {'GPE': 1, 'SERVICE': 1}, 'entities': [{'key': 'Hamilton', 'label': 'GPE', 'text': 'Hamilton', 'token_end': 1, 'token_start': 0}, {'key': 'do', 'label': 'SERVICE', 'text': 'does', 'token_end': 2, 'token_start': 1}]}"
False,The 800mg,2020-07-13 2:04:37,"{'labels': {'RETAILER': 1}, 'entities': [{'key': 'the 800 mg', 'label': 'RETAILER', 'text': 'The 800mg', 'token_end': 3, 'token_start': 0}]}"
False,"Hi There. I'm looking to buy seeds


Could you assist?

",2020-08-27 14:12:03,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'seed', 'label': 'PRODUCT', 'text': 'seeds', 'token_end': 9, 'token_start': 8}]}"
False,Flower,2020-09-01 21:17:29,"{'labels': {'PRODUCT': 1}, 'entities': [{'key': 'flower', 'label': 'PRODUCT', 'text': 'Flower', 'token_end': 1, 'token_start': 0}]}"
False,Vfire pods not available to recreational customers any longer?,2020-09-05 18:52:13,"{'labels': {'GPE': 1, 'PRODUCT': 1, 'SERVICE': 1}, 'entities': [{'key': 'pod', 'label': 'PRODUCT', 'text': 'pods', 'token_end': 2, 'token_start': 1}, {'key': 'recreational', 'label': 'SERVICE', 'text': 'recreational', 'token_end': 6, 'token_start': 5}, {'key': '?', 'label': 'GPE', 'text': '?', 'token_end': 10, 'token_start': 9}]}"
False,Looking for someone who delivers in Muskoka. They seem to have disappeared,2020-07-14 22:22:50,"{'labels': {'PRODUCT': 1, 'SERVICE': 1}, 'entities': [{'key': 'deliver', 'label': 'SERVICE', 'text': 'delivers', 'token_end': 5, 'token_start': 4}, {'key': 'disappear', 'label': 'PRODUCT', 'text': 'disappeared', 'token_end': 13, 'token_start': 12}]}"
